gene_symbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,DE
AGO2,1.80E-15,-0.36530732,0.131,0.238,2.94E-11,down
GNPTAB,2.00E-15,-0.38905962,0.096,0.194,3.26E-11,down
GARS,2.28E-15,-0.419842961,0.21,0.323,3.71E-11,down
TFRC,2.31E-15,-0.32485064,0.049,0.133,3.76E-11,down
UTY,2.84E-24,0.236735267,0.107,0.039,4.63E-20,up
RPL10,7.40E-40,0.235140689,1,0.997,1.21E-35,up
TMEM134,5.34E-11,0.234610347,0.256,0.178,8.69E-07,up
ARF4,2.80E-15,-0.401708797,0.284,0.401,4.56E-11,down
SYNJ2,2.82E-15,-0.301555171,0.045,0.128,4.60E-11,down
BLVRA,1.54E-12,0.23254247,0.163,0.096,2.50E-08,up
BBX,7.18E-10,0.232399635,0.387,0.299,1.17E-05,up
SLC18B1,6.51E-30,0.231902465,0.082,0.022,1.06E-25,up
GOLIM4,3.36E-15,-0.230037223,0.004,0.062,5.48E-11,down
RUNX2,3.78E-15,-0.334723925,0.051,0.134,6.16E-11,down
IL16,2.12E-10,0.231865489,0.27,0.19,3.46E-06,up
ZFAND5,5.33E-15,-0.370860746,0.178,0.292,8.68E-11,down
MAP3K8,7.06E-08,0.230860111,0.234,0.169,0.001149881,up
CMTR1,1.66E-14,0.230847973,0.14,0.074,2.71E-10,up
CD109,5.73E-15,-0.319480933,0.009,0.071,9.34E-11,down
RPL39,5.87E-35,0.230579085,0.999,0.989,9.57E-31,up
LAPTM5,6.36E-11,0.228648683,0.818,0.743,1.04E-06,up
POU2F2,8.38E-15,-0.421904883,0.109,0.208,1.37E-10,down
LBH,1.73E-07,0.228300893,0.37,0.298,0.002824432,up
CAPG,1.25E-14,-0.419481475,0.083,0.173,2.03E-10,down
GNG5,2.23E-12,0.228210707,0.771,0.707,3.64E-08,up
XCL1,1.28E-14,-2.162509972,0.075,0.161,2.08E-10,down
RBM8A,1.43E-14,-0.379793799,0.654,0.705,2.33E-10,down
CCL3L1,1.46E-14,-1.161511189,0.048,0.127,2.38E-10,down
CXCR6,1.61E-14,-0.66174823,0.173,0.272,2.62E-10,down
RPL10A,3.15E-20,0.227396838,0.964,0.924,5.13E-16,up
TMEM9,1.89E-12,0.22652528,0.13,0.071,3.09E-08,up
MAPRE2,1.75E-14,-0.38442267,0.219,0.333,2.85E-10,down
NCL,2.12E-14,-0.351128676,0.733,0.781,3.45E-10,down
BUD31,2.20E-14,-0.36532985,0.316,0.429,3.58E-10,down
BTN3A1,1.48E-10,0.226288157,0.215,0.143,2.42E-06,up
ADD3,2.54E-10,0.225902815,0.208,0.138,4.14E-06,up
LPIN2,3.04E-08,0.225835409,0.267,0.2,4.95E-04,up
REL,3.09E-14,-0.672181259,0.287,0.389,5.04E-10,down
FUT8,3.15E-14,-0.299551867,0.051,0.131,5.13E-10,down
EML4,3.38E-12,0.225246707,0.576,0.47,5.51E-08,up
TAF1D,4.72E-14,-0.428204389,0.421,0.519,7.69E-10,down
EIF3A,5.09E-14,-0.373802075,0.361,0.469,8.29E-10,down
LAMTOR4,3.89E-09,0.225181526,0.449,0.367,6.33E-05,up
RHOB,5.21E-14,-0.460113165,0.142,0.24,8.49E-10,down
MYADM,5.25E-14,-0.951849016,0.181,0.275,8.56E-10,down
NDUFA6,5.72E-14,-0.324243903,0.505,0.611,9.31E-10,down
NPM1,5.99E-14,-0.300551963,0.895,0.905,9.75E-10,down
JAML,6.07E-14,-0.471002442,0.474,0.56,9.89E-10,down
MAP1LC3B,6.34E-14,-0.317999132,0.451,0.566,1.03E-09,down
ST8SIA1,1.23E-18,0.223930436,0.104,0.043,2.01E-14,up
G3BP2,7.21E-14,-0.387940844,0.327,0.435,1.17E-09,down
CCL4L2,7.62E-14,-2.190977883,0.14,0.233,1.24E-09,down
E2F3,3.21E-11,0.221743196,0.139,0.08,5.23E-07,up
NFKBIA,8.02E-14,-0.524598418,0.516,0.611,1.31E-09,down
MYO1E,8.85E-14,-0.258556029,0.004,0.056,1.44E-09,down
CRY1,9.01E-14,-0.334653289,0.128,0.226,1.47E-09,down
ODC1,9.19E-14,-0.460741963,0.159,0.259,1.50E-09,down
RPS26,7.50E-22,0.221533234,0.998,0.987,1.22E-17,up
ARAP2,6.85E-09,0.221444989,0.344,0.268,1.12E-04,up
SERTAD1,1.20E-13,-0.416735677,0.162,0.264,1.95E-09,down
SNHG15,1.30E-13,-0.473761055,0.199,0.301,2.12E-09,down
PILRB,9.77E-14,0.221252315,0.103,0.049,1.59E-09,up
FYB1,1.67E-12,0.220377748,0.65,0.538,2.72E-08,up
TNFRSF25,1.47E-13,-0.331258737,0.09,0.178,2.40E-09,down
RSL24D1,1.52E-13,-0.348757471,0.436,0.533,2.48E-09,down
PA2G4,1.64E-13,-0.345568303,0.458,0.557,2.67E-09,down
H2AFX,1.71E-13,-0.358894634,0.098,0.188,2.79E-09,down
RPL6,6.21E-25,0.219807935,0.996,0.984,1.01E-20,up
GTPBP4,1.93E-13,-0.347054726,0.163,0.265,3.14E-09,down
GAPDH,1.97E-13,-0.256640081,0.994,0.984,3.20E-09,down
RPS29,3.47E-17,0.219370465,0.954,0.902,5.65E-13,up
MTSS1,2.07E-13,-0.281133285,0.015,0.074,3.37E-09,down
UHRF1BP1L,2.54E-13,-0.318369666,0.104,0.195,4.14E-09,down
ANXA2,5.62E-09,0.219319352,0.769,0.702,9.16E-05,up
FOSL2,2.69E-13,-0.349128442,0.106,0.197,4.39E-09,down
NFKBID,2.91E-13,-0.734349727,0.064,0.143,4.74E-09,down
RHOA,3.52E-13,-0.229659981,0.907,0.908,5.73E-09,down
RPS7,2.55E-30,0.219066488,0.999,0.992,4.15E-26,up
AC116407.2,1.13E-26,0.218813093,0.075,0.021,1.84E-22,up
CD9,3.82E-13,-0.31098883,0.02,0.081,6.23E-09,down
SLC39A10,3.56E-09,0.218164196,0.185,0.122,5.80E-05,up
EGR2,4.59E-13,-0.376794674,0.055,0.132,7.49E-09,down
STIP1,5.27E-13,-0.344262768,0.28,0.387,8.59E-09,down
VSIR,5.95E-13,-0.464198453,0.149,0.244,9.70E-09,down
PHPT1,1.14E-06,0.21798185,0.242,0.186,0.018553363,up
VASP,7.72E-13,-0.350047224,0.276,0.38,1.26E-08,down
RGS16,8.31E-13,-0.398176505,0.012,0.068,1.35E-08,down
DGCR6L,1.75E-09,0.217396867,0.248,0.176,2.85E-05,up
NBL1,8.47E-13,-0.24393598,0.022,0.084,1.38E-08,down
NKG7,4.10E-16,0.217298023,0.827,0.718,6.69E-12,up
SORL1,5.34E-10,0.217027095,0.183,0.116,8.70E-06,up
LGALS3BP,2.54E-25,0.215053323,0.058,0.014,4.15E-21,up
LNPEP,2.14E-08,0.214867604,0.293,0.222,3.49E-04,up
HNRNPA2B1,1.31E-12,-0.238898931,0.901,0.902,2.13E-08,down
NOP56,1.37E-12,-0.330174298,0.161,0.258,2.23E-08,down
KCNN4,1.38E-12,-0.257989263,0.024,0.085,2.25E-08,down
ERP29,3.40E-11,0.214236394,0.609,0.521,5.55E-07,up
NFKB2,1.43E-12,-0.394218697,0.256,0.359,2.33E-08,down
RABGGTA,9.77E-12,0.213923297,0.131,0.073,1.59E-07,up
MYL12B,1.85E-16,0.212804851,0.931,0.883,3.02E-12,up
GPAA1,3.22E-07,0.211899143,0.216,0.16,0.005243791,up
SNHG12,1.71E-12,-0.493686155,0.285,0.38,2.79E-08,down
HSPH1,1.75E-12,-0.527095291,0.212,0.314,2.85E-08,down
ST6GAL1,1.34E-11,0.211683163,0.099,0.051,2.19E-07,up
RPL35A,1.59E-31,0.211634948,1,0.991,2.59E-27,up
AC073111.5,5.12E-15,0.211525682,0.107,0.05,8.35E-11,up
PRDX1,2.27E-12,-0.34733152,0.585,0.667,3.70E-08,down
POLR2A,2.68E-12,-0.347013438,0.176,0.272,4.36E-08,down
RBM39,3.01E-12,-0.360457035,0.573,0.657,4.91E-08,down
NEU1,3.22E-12,-0.423422357,0.135,0.224,5.24E-08,down
SEMA7A,3.26E-12,-0.230030003,0.016,0.071,5.31E-08,down
DDX3Y,4.65E-21,0.211403236,0.152,0.07,7.57E-17,up
F2R,4.10E-07,0.210543573,0.294,0.226,0.006681138,up
CRYBG1,2.71E-09,0.209730441,0.219,0.15,4.41E-05,up
EMD,3.72E-12,-0.312081547,0.502,0.604,6.06E-08,down
IGFLR1,3.83E-12,-0.341087341,0.111,0.198,6.24E-08,down
GLIPR1,4.12E-12,-0.370476871,0.228,0.327,6.71E-08,down
KIAA1551,3.78E-08,0.208640292,0.41,0.329,6.15E-04,up
GLRX,1.09E-06,0.207513185,0.209,0.155,0.017718748,up
KDM5B,4.55E-12,-0.320295056,0.129,0.218,7.42E-08,down
ANXA5,4.60E-12,-0.362309186,0.355,0.449,7.50E-08,down
NOP10,4.63E-12,-0.314793966,0.446,0.543,7.55E-08,down
ITGAE,4.90E-12,-0.442369337,0.281,0.374,7.98E-08,down
AC020571.1,4.98E-12,-0.274510257,0.008,0.058,8.12E-08,down
PYHIN1,1.30E-09,0.207473335,0.243,0.17,2.12E-05,up
ABCG1,5.13E-12,-0.242963496,0.014,0.067,8.36E-08,down
RCSD1,5.04E-08,0.206491696,0.206,0.145,8.22E-04,up
MPST,5.55E-12,-0.261214731,0.053,0.124,9.05E-08,down
HNRNPC,5.79E-12,-0.304099263,0.616,0.69,9.44E-08,down
HNRNPH3,7.50E-12,-0.342746569,0.369,0.467,1.22E-07,down
RAB11FIP1,7.69E-12,-0.302196534,0.051,0.12,1.25E-07,down
CA5B,7.92E-12,-0.341173758,0.063,0.136,1.29E-07,down
IRF9,8.75E-10,0.206252266,0.128,0.076,1.43E-05,up
DNAJC19,6.11E-08,0.206209064,0.338,0.266,9.95E-04,up
BCAS2,8.61E-12,-0.297864329,0.194,0.293,1.40E-07,down
SYAP1,8.93E-12,-0.359647068,0.125,0.211,1.46E-07,down
SRSF10,9.15E-12,-0.341804879,0.409,0.506,1.49E-07,down
RELB,9.67E-12,-0.39128927,0.378,0.474,1.58E-07,down
CLEC2B,9.74E-13,0.205964527,0.789,0.691,1.59E-08,up
ABHD14B,1.02E-06,0.205623436,0.237,0.183,0.016546229,up
PRKAR1A,9.76E-12,-0.322387755,0.321,0.427,1.59E-07,down
TMA7,1.49E-12,0.205114133,0.894,0.852,2.43E-08,up
INPP5F,1.06E-11,-0.257023372,0.021,0.078,1.72E-07,down
PARP15,1.13E-06,0.20398462,0.135,0.091,0.018451173,up
DDAH2,1.07E-11,-0.308931274,0.067,0.139,1.74E-07,down
LINC01550,4.49E-17,0.202354173,0.083,0.032,7.31E-13,up
SRSF3,1.12E-11,-0.461659308,0.481,0.567,1.82E-07,down
HLA-DQB1,1.16E-11,-0.414494367,0.145,0.233,1.88E-07,down
EFR3A,4.60E-09,0.202237114,0.188,0.127,7.50E-05,up
ZNF593,1.25E-11,-0.291212105,0.112,0.197,2.03E-07,down
STX17,1.62E-09,0.201925002,0.161,0.103,2.64E-05,up
AC243829.4,1.29E-11,-0.240797237,0.019,0.074,2.11E-07,down
PTK2B,6.23E-08,0.201445998,0.306,0.235,0.001015654,up
PRDX4,3.08E-08,0.200619761,0.212,0.151,5.02E-04,up
NPC2,7.74E-09,0.200292271,0.232,0.162,1.26E-04,up
WHRN,1.36E-11,-0.355315387,0.1,0.18,2.22E-07,down
SMIM14,9.33E-20,0.200211063,0.092,0.034,1.52E-15,up
DYNLT3,2.27E-07,0.200036155,0.348,0.277,0.003700694,up
PARVG,6.89E-09,0.199472837,0.147,0.093,1.12E-04,up
PI4K2B,9.78E-17,0.198309829,0.095,0.039,1.59E-12,up
PPDPF,1.90E-11,0.198123541,0.85,0.771,3.09E-07,up
HSP90AB1,1.66E-11,-0.458030478,0.778,0.823,2.71E-07,down
ILF2,1.80E-11,-0.331484716,0.408,0.506,2.93E-07,down
CCDC85B,7.69E-08,0.19695565,0.425,0.35,0.0012525,up
SYNE2,6.51E-10,0.196696739,0.672,0.587,1.06E-05,up
EIF3I,2.21E-11,-0.301621746,0.455,0.55,3.61E-07,down
KRT86,2.50E-11,-0.399037228,0,0.04,4.07E-07,down
SNU13,2.93E-11,-0.277101197,0.614,0.686,4.77E-07,down
SPEN,2.95E-11,-0.311383134,0.119,0.203,4.81E-07,down
DUSP22,9.23E-08,0.19654173,0.15,0.1,0.001503234,up
MAGOH,3.05E-11,-0.282512882,0.44,0.534,4.97E-07,down
CHRNB1,1.73E-08,0.196161808,0.12,0.073,2.83E-04,up
NEDD8,7.96E-10,0.195460515,0.59,0.504,1.30E-05,up
ESD,8.58E-07,0.195407256,0.271,0.211,0.013983293,up
OST4,3.21E-11,0.194770413,0.818,0.77,5.23E-07,up
MIAT,2.80E-07,0.193682881,0.263,0.199,0.004563935,up
TRIM56,3.61E-06,0.193213144,0.178,0.129,0.058770029,up
MUC20-OT1,3.65E-11,-0.317202379,0.13,0.216,5.94E-07,down
CHI3L2,8.20E-22,0.192744398,0.059,0.016,1.34E-17,up
EIF5,3.75E-11,-0.398162902,0.544,0.615,6.11E-07,down
RSRP1,4.07E-11,-0.412743571,0.308,0.403,6.64E-07,down
FCMR,3.26E-09,0.192523051,0.212,0.143,5.32E-05,up
ARL3,4.63E-11,-0.301874829,0.117,0.199,7.54E-07,down
ARHGAP9,4.90E-11,-0.323603041,0.34,0.436,7.98E-07,down
POLR2E,5.01E-11,-0.284766522,0.357,0.46,8.16E-07,down
ASB2,5.33E-11,-0.274960017,0.017,0.068,8.68E-07,down
EEF1B2,2.58E-15,0.192416194,0.95,0.898,4.20E-11,up
SDF4,5.90E-11,-0.302718264,0.348,0.444,9.61E-07,down
EPC1,6.23E-11,-0.31949193,0.478,0.565,1.02E-06,down
CD99,1.77E-13,0.191372058,0.941,0.872,2.88E-09,up
MT-ND6,7.29E-07,0.191278207,0.579,0.507,0.011871062,up
RPS21,9.09E-20,0.190508365,0.989,0.968,1.48E-15,up
NIFK,7.04E-11,-0.291054456,0.2,0.293,1.15E-06,down
RNF10,7.09E-11,-0.300286362,0.273,0.373,1.16E-06,down
SEC14L1,7.21E-11,-0.310110256,0.151,0.238,1.17E-06,down
NDUFAF3,6.26E-07,0.189861176,0.444,0.38,0.010198257,up
ITGA2,7.78E-11,-0.200675294,0.012,0.059,1.27E-06,down
RPL5,3.30E-19,0.188923367,0.991,0.967,5.37E-15,up
EIF6,8.49E-11,-0.305484828,0.368,0.459,1.38E-06,down
RPS9,7.44E-21,0.188857409,0.994,0.975,1.21E-16,up
FASLG,8.82E-11,-0.359655843,0.122,0.204,1.44E-06,down
CD27,1.04E-08,0.188644066,0.497,0.408,1.70E-04,up
PLPP1,9.19E-11,-0.34783153,0.078,0.15,1.50E-06,down
DAPK2,1.00E-10,-0.247440075,0.024,0.077,1.63E-06,down
JADE2,1.66E-08,0.188500038,0.186,0.125,2.71E-04,up
IRF1,1.22E-10,0.188254094,0.547,0.45,1.98E-06,up
TBC1D1,7.90E-09,0.188160871,0.201,0.138,1.29E-04,up
TMEM179B,3.00E-06,0.188082909,0.384,0.324,0.048818284,up
ABCF1,1.24E-10,-0.271177562,0.212,0.308,2.01E-06,down
SET,1.26E-10,-0.294775688,0.404,0.502,2.06E-06,down
SERBP1,1.29E-10,-0.276464794,0.631,0.686,2.10E-06,down
SLC1A4,1.37E-10,-0.390957257,0.057,0.122,2.24E-06,down
ZPR1,1.42E-10,-0.264558058,0.149,0.237,2.31E-06,down
IL15RA,8.28E-11,0.187875901,0.141,0.083,1.35E-06,up
ARHGDIB,5.08E-12,0.187657554,0.912,0.848,8.28E-08,up
NDUFB7,2.11E-07,0.185588317,0.466,0.394,0.003446065,up
CPNE7,1.62E-09,0.185432116,0.122,0.071,2.64E-05,up
RPL36A,3.70E-07,0.184977194,0.607,0.555,0.006022791,up
WIPF1,1.27E-09,0.184841556,0.728,0.645,2.07E-05,up
TM2D3,2.28E-10,-0.269077898,0.148,0.234,3.71E-06,down
FOSB,2.32E-10,-0.520029126,0.018,0.066,3.78E-06,down
SLC2A8,2.44E-10,-0.227805713,0.038,0.097,3.97E-06,down
FOS,2.45E-10,-1.102413971,0.094,0.165,4.00E-06,down
TTC39B,6.01E-18,0.184451346,0.087,0.034,9.80E-14,up
KYAT3,1.52E-07,0.183969567,0.164,0.112,0.002473304,up
TSHZ2,2.58E-10,-0.224964295,0.01,0.054,4.20E-06,down
HSPA9,2.62E-10,-0.318749664,0.371,0.456,4.26E-06,down
EVI2A,3.12E-10,-0.510721666,0.306,0.388,5.09E-06,down
EIF3J,3.18E-10,-0.263673549,0.147,0.232,5.18E-06,down
H3F3A,3.26E-10,-0.188223449,0.923,0.921,5.32E-06,down
RPLP1,1.66E-27,0.183958381,1,0.999,2.71E-23,up
PDLIM4,3.29E-10,-0.17217936,0,0.035,5.36E-06,down
ATAD3B,3.34E-10,-0.20709329,0.036,0.094,5.44E-06,down
NUDT1,1.60E-06,0.183459281,0.177,0.128,0.026145413,up
CKS2,4.04E-10,-0.305495683,0.072,0.139,6.58E-06,down
NFKBIB,4.07E-10,-0.299532404,0.185,0.273,6.63E-06,down
DUSP5,4.13E-10,-0.241831191,0.031,0.085,6.73E-06,down
SRGN,4.66E-10,-0.324767402,0.961,0.948,7.59E-06,down
TOP1,5.22E-10,-0.318343892,0.338,0.432,8.51E-06,down
CLEC2D,1.71E-09,0.183174855,0.787,0.714,2.79E-05,up
PRPF38B,5.55E-10,-0.356477174,0.33,0.417,9.04E-06,down
NCF4,5.64E-10,-0.221387129,0.03,0.083,9.19E-06,down
PPIF,5.71E-10,-0.285213328,0.094,0.165,9.30E-06,down
ZNF326,5.72E-10,-0.269112163,0.086,0.158,9.32E-06,down
UPF3B,6.04E-10,-0.277808245,0.131,0.21,9.84E-06,down
FAM107B,6.29E-10,-0.316051894,0.255,0.346,1.03E-05,down
EMB,5.08E-06,0.183037651,0.317,0.258,0.082854719,up
PTRHD1,3.15E-06,0.182587385,0.171,0.124,0.051384654,up
PPP1R2,6.61E-10,-0.436778144,0.465,0.528,1.08E-05,down
HSPE1,6.65E-10,-0.416520228,0.404,0.494,1.08E-05,down
C12orf57,6.81E-10,-0.272596856,0.58,0.656,1.11E-05,down
ARL8B,6.97E-10,-0.295951449,0.163,0.246,1.14E-05,down
MTCH1,7.00E-10,-0.29886672,0.276,0.365,1.14E-05,down
ATG101,7.02E-10,-0.284236458,0.165,0.249,1.14E-05,down
ITGA5,1.20E-08,0.182482979,0.156,0.1,1.96E-04,up
CDC42SE2,3.53E-07,0.181227765,0.595,0.533,0.005755585,up
CNDP2,8.03E-07,0.181090944,0.235,0.177,0.013085587,up
FUS,7.38E-10,-0.331804455,0.427,0.513,1.20E-05,down
RPL34,9.13E-24,0.180384878,1,0.99,1.49E-19,up
KMT2E,7.78E-10,-0.292355774,0.62,0.685,1.27E-05,down
SFMBT2,6.43E-09,0.180313063,0.125,0.076,1.05E-04,up
NOP14,8.57E-10,-0.279897328,0.12,0.195,1.40E-05,down
RPS15,4.57E-25,0.179954722,1,0.994,7.44E-21,up
RAB9A,3.10E-07,0.179930538,0.267,0.204,0.005045804,up
MYO1G,9.22E-10,-0.333859456,0.211,0.297,1.50E-05,down
PAPOLA,9.44E-10,-0.297907958,0.369,0.454,1.54E-05,down
ATP5MC2,1.29E-11,0.178421402,0.801,0.722,2.09E-07,up
SMARCD3,5.87E-25,0.177793361,0.06,0.015,9.56E-21,up
TP53TG1,2.21E-11,0.17759854,0.099,0.051,3.60E-07,up
RPS19,3.31E-19,0.177198713,1,0.996,5.39E-15,up
TNK2,3.28E-10,0.17694671,0.087,0.044,5.34E-06,up
IVNS1ABP,1.16E-09,-0.396405518,0.238,0.32,1.88E-05,down
INSIG1,1.21E-09,-0.477045328,0.136,0.213,1.97E-05,down
GMFG,2.55E-09,0.176299985,0.677,0.594,4.16E-05,up
ADGRG5,1.29E-09,-0.157067993,0.005,0.042,2.11E-05,down
PGLS,8.29E-07,0.175859175,0.307,0.242,0.013511608,up
TRAF4,1.31E-09,-0.29619349,0.082,0.148,2.14E-05,down
GNAS,1.32E-09,-0.301834465,0.45,0.536,2.16E-05,down
ZNF282,1.35E-09,-0.201880519,0.026,0.076,2.19E-05,down
PELI1,1.41E-09,-0.310362581,0.115,0.189,2.30E-05,down
CREM,1.43E-09,-0.584087225,0.484,0.536,2.32E-05,down
RPL24,1.13E-17,0.175302505,0.994,0.98,1.85E-13,up
MRPL47,1.47E-09,-0.261564552,0.199,0.288,2.40E-05,down
NEDD9,1.49E-09,-0.236612148,0.056,0.117,2.43E-05,down
ETV7,1.78E-10,0.17440983,0.12,0.067,2.90E-06,up
PARP4,3.09E-08,0.174397844,0.202,0.14,5.03E-04,up
MTHFD2,1.57E-09,-0.347448635,0.247,0.328,2.56E-05,down
CWC25,1.60E-09,-0.309182217,0.198,0.28,2.60E-05,down
ZBTB32,1.60E-09,-0.360608143,0.061,0.123,2.61E-05,down
CXCR4,9.41E-19,0.174299698,0.683,0.531,1.53E-14,up
SMS,1.63E-07,0.174069158,0.251,0.186,0.002664055,up
RPS27A,2.65E-25,0.173919072,0.999,0.995,4.31E-21,up
SEC61B,1.69E-09,-0.233451284,0.693,0.73,2.76E-05,down
CD52,1.56E-09,0.173848375,0.742,0.643,2.55E-05,up
ADA,4.57E-09,0.173704911,0.114,0.066,7.45E-05,up
NCDN,5.81E-06,0.173267384,0.136,0.094,0.094603904,up
TRAPPC6A,8.94E-08,0.172945889,0.137,0.089,0.001456299,up
IL4R,1.81E-09,-0.283250608,0.172,0.254,2.95E-05,down
DCXR,1.84E-09,-0.317201183,0.239,0.324,2.99E-05,down
ERG28,4.63E-06,0.172639433,0.235,0.181,0.075399228,up
RBMX,1.91E-09,-0.30690243,0.337,0.427,3.12E-05,down
BCCIP,2.07E-09,-0.256011271,0.222,0.311,3.37E-05,down
CD37,6.43E-08,0.172589696,0.71,0.633,0.001048,up
CCT2,2.34E-09,-0.285303667,0.44,0.514,3.81E-05,down
TUBB4B,2.35E-09,-0.41906196,0.334,0.416,3.83E-05,down
PPP4R2,2.51E-09,-0.276080333,0.225,0.314,4.09E-05,down
TAP2,1.04E-09,0.171829815,0.095,0.051,1.69E-05,up
SETX,1.39E-06,0.171409386,0.25,0.191,0.022591537,up
NEAT1,2.58E-09,-0.417764254,0.604,0.677,4.20E-05,down
HNRNPAB,2.58E-09,-0.272543972,0.165,0.243,4.20E-05,down
FAU,3.47E-23,0.171092732,0.999,0.994,5.66E-19,up
SNRPG,2.95E-09,-0.246224345,0.585,0.644,4.81E-05,down
USP15,5.23E-06,0.170475951,0.407,0.348,0.085201745,up
ZNF749,3.01E-09,-0.158535804,0.023,0.071,4.90E-05,down
PRDM2,3.22E-09,-0.252469864,0.109,0.181,5.25E-05,down
PQLC3,1.48E-07,0.17002484,0.181,0.125,0.002405473,up
SCARB2,3.57E-13,0.169560482,0.086,0.039,5.81E-09,up
MIR155HG,3.59E-09,-0.624520276,0.177,0.252,5.85E-05,down
ZBED2,3.59E-09,-0.343567054,0.03,0.08,5.86E-05,down
LTB,3.07E-11,0.169399075,0.318,0.222,5.00E-07,up
SF1,3.62E-09,-0.245087197,0.586,0.67,5.89E-05,down
RPS19BP1,3.73E-09,-0.262595133,0.319,0.408,6.08E-05,down
BCAP31,1.89E-06,0.167638128,0.518,0.465,0.03087425,up
MGST3,1.14E-06,0.16739155,0.517,0.452,0.018519473,up
PDCD1,4.00E-09,-0.391444953,0.174,0.249,6.52E-05,down
ARIH2,4.02E-09,-0.261126063,0.265,0.353,6.55E-05,down
IFITM10,4.17E-09,-0.12873817,0.002,0.035,6.79E-05,down
FAS,9.07E-08,0.16655055,0.339,0.262,0.001478709,up
TRDV1,1.83E-06,0.166306289,0.032,0.013,0.02974733,up
GUK1,8.52E-08,0.165878898,0.768,0.716,0.001388489,up
NT5E,4.67E-09,-0.213239935,0.012,0.052,7.62E-05,down
NOLC1,4.71E-09,-0.303504404,0.174,0.252,7.68E-05,down
AC243960.1,4.90E-09,-0.261152581,0.066,0.127,7.98E-05,down
RPL19,5.46E-23,0.16543143,1,0.994,8.89E-19,up
GPR68,5.06E-09,-0.248130054,0.045,0.1,8.25E-05,down
PSMD13,5.15E-09,-0.297851606,0.386,0.469,8.39E-05,down
PNN,5.33E-09,-0.275135884,0.254,0.337,8.69E-05,down
ACSL5,1.74E-06,0.16520965,0.188,0.138,0.028342361,up
UBE2A,5.67E-09,-0.268035856,0.339,0.426,9.24E-05,down
FLOT2,9.41E-07,0.164596853,0.248,0.185,0.015326927,up
CDKN2AIP,5.82E-09,-0.253697917,0.099,0.168,9.49E-05,down
DNAJC2,5.83E-09,-0.282482687,0.185,0.265,9.49E-05,down
NOP16,5.83E-09,-0.251276911,0.159,0.239,9.50E-05,down
RIOK1,5.92E-09,-0.238312936,0.105,0.175,9.64E-05,down
MAFF,6.13E-09,-0.212289446,0.025,0.072,9.99E-05,down
SPTAN1,6.16E-09,-0.29172972,0.34,0.423,1.00E-04,down
CXCL8,2.08E-10,0.164186488,0.032,0.01,3.38E-06,up
RAP1B,6.25E-09,-0.299497561,0.613,0.653,1.02E-04,down
TARS,6.35E-09,-0.286875331,0.204,0.283,1.03E-04,down
HLA-DPA1,3.68E-08,0.164171466,0.536,0.434,6.00E-04,up
MRPL32,6.73E-09,-0.247302886,0.162,0.242,1.10E-04,down
KRTCAP2,2.33E-08,0.163155129,0.712,0.63,3.80E-04,up
RPL36,1.95E-17,0.162848179,0.996,0.976,3.17E-13,up
ZMIZ1,7.00E-09,-0.191225357,0.023,0.069,1.14E-04,down
LTBP4,7.13E-09,-0.283597721,0.105,0.172,1.16E-04,down
TARBP1,6.68E-22,0.162457835,0.056,0.014,1.09E-17,up
GIMAP5,4.66E-07,0.162128858,0.138,0.091,0.007600741,up
EIF3F,5.05E-07,0.16211309,0.753,0.709,0.008228191,up
CLIC1,7.95E-09,-0.252389341,0.782,0.803,1.30E-04,down
RAN,8.55E-09,-0.277910634,0.788,0.804,1.39E-04,down
RPL36AL,4.43E-14,0.161952598,0.981,0.968,7.22E-10,up
ANAPC13,3.63E-06,0.160988019,0.203,0.151,0.05912995,up
HDLBP,9.13E-09,-0.267550524,0.187,0.27,1.49E-04,down
S100A6,9.67E-09,-0.277266222,0.909,0.904,1.57E-04,down
RSL1D1,9.74E-09,-0.291954418,0.34,0.421,1.59E-04,down
EZH2,1.03E-08,-0.197409351,0.036,0.087,1.68E-04,down
HMOX1,1.03E-08,-0.186663611,0.009,0.047,1.68E-04,down
EIF1B,1.03E-08,-0.277803092,0.39,0.474,1.68E-04,down
SCML4,5.12E-08,0.160517429,0.124,0.077,8.35E-04,up
GALT,5.23E-07,0.160363184,0.096,0.058,0.008515592,up
LINC02195,1.09E-08,-0.203445203,0.022,0.067,1.77E-04,down
GLDC,1.13E-08,-0.126178912,0.002,0.033,1.84E-04,down
MOB3A,1.13E-08,-0.23478407,0.089,0.154,1.85E-04,down
RPLP0,3.75E-17,0.160343694,0.997,0.988,6.11E-13,up
RALB,5.07E-08,0.158641916,0.122,0.075,8.25E-04,up
ATRIP,1.79E-08,0.158188272,0.083,0.045,2.91E-04,up
TSPYL2,1.22E-08,-0.479026613,0.216,0.289,1.98E-04,down
CRIP2,1.22E-08,-0.583438045,0.071,0.127,1.99E-04,down
TNFSF4,1.23E-08,-0.192691955,0.014,0.054,2.00E-04,down
CHD2,1.24E-08,-0.343827348,0.312,0.39,2.02E-04,down
TIAM2,1.28E-08,-0.153771983,0.008,0.045,2.09E-04,down
CALM1,1.29E-08,-0.223850687,0.878,0.9,2.11E-04,down
ADGRE5,1.35E-08,-0.533050337,0.5,0.551,2.20E-04,down
CMTM6,1.40E-08,-0.346475164,0.282,0.36,2.28E-04,down
